tile_id,station_id
282,68
283,68
284,68
285,68
286,68
287,68
288,68
289,68
290,68
291,68
292,68
293,68
294,54
295,54
296,54
297,54
298,54
299,54
300,54
301,54
302,54
303,54
304,44
305,44
306,44
307,44
308,12
309,12
310,12
311,12
312,12
313,12
314,12
315,12
316,12
317,12
318,12
319,12
320,12
321,68
322,68
323,68
324,68
325,68
326,68
327,68
328,68
329,68
330,68
331,68
332,68
333,68
334,68
335,68
336,68
337,54
338,54
339,54
340,54
341,54
342,54
343,54
344,54
345,54
346,54
347,54
348,12
349,12
350,12
351,12
352,12
353,12
354,12
355,12
356,12
357,12
358,12
359,12
360,12
361,12
362,12
363,12
364,68
365,68
366,68
367,68
368,68
369,68
370,68
371,68
372,68
373,68
374,68
375,68
376,68
377,68
378,68
379,68
380,68
381,54
382,54
383,54
384,54
385,54
386,54
387,54
388,54
389,54
390,54
391,54
392,54
393,12
394,12
395,12
396,12
397,12
398,12
399,12
400,12
401,12
402,12
403,12
404,12
405,12
406,12
407,12
408,12
409,68
410,68
411,68
412,68
413,68
414,68
415,68
416,68
417,68
418,68
419,68
420,68
421,68
422,68
423,68
424,68
425,68
426,68
427,54
428,54
429,54
430,54
431,54
432,54
433,54
434,54
435,54
436,54
437,54
438,54
439,12
440,12
441,12
442,12
443,12
444,12
445,12
446,12
447,12
448,12
449,12
450,12
451,12
452,12
453,12
454,12
455,68
456,68
457,68
458,68
459,68
460,68
461,68
462,68
463,68
464,68
465,68
466,68
467,68
468,68
469,68
470,68
471,68
472,68
473,54
474,54
475,54
476,54
477,54
478,54
479,54
480,54
481,54
482,54
483,54
484,54
485,54
486,12
487,12
488,12
489,12
490,12
491,12
492,12
493,12
494,12
495,12
496,12
497,12
498,12
499,12
500,12
501,12
502,12
503,68
504,68
505,68
506,68
507,68
508,68
509,68
510,68
511,68
512,68
513,68
514,68
515,68
516,68
517,68
518,68
519,68
520,54
521,54
522,54
523,54
524,54
525,54
526,54
527,54
528,54
529,54
530,54
531,54
532,54
533,12
534,12
535,12
536,12
537,12
538,12
539,12
540,12
541,12
542,12
543,12
544,12
545,12
546,12
547,12
548,12
549,12
550,68
551,68
552,68
553,68
554,68
555,68
556,68
557,68
558,68
559,68
560,68
561,68
562,68
563,68
564,68
565,68
566,68
567,54
568,54
569,54
570,54
571,54
572,54
573,54
574,54
575,54
576,54
577,54
578,54
579,54
580,54
581,12
582,12
583,12
584,12
585,12
586,12
587,12
588,12
589,12
590,12
591,12
592,12
593,12
594,12
595,12
596,12
597,12
598,68
599,68
600,68
601,68
602,68
603,68
604,68
605,68
606,68
607,68
608,68
609,68
610,68
611,68
612,68
613,68
614,68
615,54
616,54
617,54
618,54
619,54
620,54
621,54
622,54
623,54
624,54
625,54
626,54
627,54
628,54
629,12
630,12
631,12
632,12
633,12
634,12
635,12
636,12
637,12
638,12
639,12
640,12
641,12
642,12
643,12
644,12
645,12
646,68
647,68
648,68
649,68
650,68
651,68
652,68
653,68
654,68
655,68
656,68
657,68
658,68
659,68
660,68
661,68
662,68
663,68
664,54
665,54
666,54
667,54
668,54
669,54
670,54
671,54
672,54
673,54
674,54
675,54
676,54
677,54
678,54
679,12
680,12
681,12
682,12
683,12
684,12
685,12
686,12
687,12
688,12
689,12
690,12
691,12
692,12
693,12
694,12
695,12
696,68
697,68
698,68
699,68
700,68
701,68
702,68
703,68
704,68
705,68
706,68
707,68
708,68
709,68
710,68
711,68
712,68
713,54
714,54
715,54
716,54
717,54
718,54
719,54
720,54
721,54
722,54
723,54
724,54
725,54
726,54
727,54
728,12
729,12
730,12
731,12
732,12
733,12
734,12
735,12
736,12
737,12
738,12
739,12
740,12
741,12
742,12
743,12
744,12
745,68
746,68
747,68
748,68
749,68
750,68
751,68
752,68
753,68
754,68
755,68
756,68
757,68
758,68
759,68
760,68
761,68
762,54
763,54
764,54
765,54
766,54
767,54
768,54
769,54
770,54
771,54
772,54
773,54
774,54
775,54
776,54
777,12
778,12
779,12
780,12
781,12
782,12
783,12
784,12
785,12
786,12
787,12
788,12
789,12
790,12
791,12
792,12
793,12
794,68
795,68
796,68
797,68
798,68
799,68
800,68
801,68
802,68
803,68
804,68
805,68
806,68
807,68
808,68
809,68
810,68
811,2
812,2
813,54
814,54
815,54
816,54
817,54
818,54
819,54
820,54
821,54
822,54
823,54
824,54
825,54
826,12
827,12
828,12
829,12
830,12
831,12
832,12
833,12
834,12
835,12
836,12
837,12
838,12
839,12
840,12
841,12
842,12
843,13
844,68
845,68
846,68
847,68
848,68
849,68
850,68
851,68
852,68
853,68
854,68
855,68
856,68
857,68
858,68
859,68
860,68
861,2
862,2
863,2
864,2
865,54
866,54
867,54
868,54
869,54
870,54
871,54
872,54
873,54
874,54
875,54
876,12
877,12
878,12
879,12
880,12
881,12
882,12
883,12
884,12
885,12
886,12
887,12
888,12
889,12
890,12
891,13
892,13
893,13
894,13
895,13
896,68
897,68
898,68
899,68
900,68
901,68
902,68
903,68
904,68
905,68
906,8
907,8
908,8
909,8
910,8
911,2
912,2
913,2
914,2
915,2
916,54
917,54
918,54
919,54
920,54
921,54
922,54
923,54
924,54
925,54
926,12
927,12
928,12
929,12
930,12
931,12
932,12
933,12
934,12
935,12
936,12
937,12
938,13
939,13
940,13
941,13
942,13
943,13
944,13
945,13
946,13
947,13
948,68
949,8
950,8
951,8
952,8
953,8
954,8
955,8
956,8
957,8
958,8
959,8
960,8
961,2
962,2
963,2
964,2
965,2
966,2
967,2
968,54
969,54
970,54
971,54
972,54
973,54
974,54
975,54
976,12
977,12
978,12
979,12
980,12
981,12
982,12
983,12
984,12
985,13
986,13
987,13
988,13
989,13
990,13
991,13
992,13
993,13
994,13
995,13
996,13
997,13
998,8
999,8
1000,8
1001,8
1002,8
1003,8
1004,8
1005,8
1006,8
1007,8
1008,8
1009,8
1010,8
1011,2
1012,2
1013,2
1014,2
1015,2
1016,2
1017,2
1018,2
1019,2
1020,54
1021,54
1022,54
1023,54
1024,54
1025,54
1026,12
1027,12
1028,12
1029,12
1030,12
1031,12
1032,12
1033,13
1034,13
1035,13
1036,13
1037,13
1038,13
1039,13
1040,13
1041,13
1042,13
1043,13
1044,13
1045,13
1046,13
1047,13
1048,8
1049,8
1050,8
1051,8
1052,8
1053,8
1054,8
1055,8
1056,8
1057,8
1058,8
1059,8
1060,8
1061,2
1062,2
1063,2
1064,2
1065,2
1066,2
1067,2
1068,2
1069,2
1070,2
1071,54
1072,54
1073,54
1074,54
1075,54
1076,54
1077,12
1078,12
1079,12
1080,13
1081,13
1082,13
1083,13
1084,13
1085,13
1086,13
1087,13
1088,13
1089,13
1090,13
1091,13
1092,13
1093,13
1094,13
1095,13
1096,13
1097,13
1098,8
1099,8
1100,8
1101,8
1102,8
1103,8
1104,8
1105,8
1106,8
1107,8
1108,8
1109,8
1110,8
1111,3
1112,2
1113,2
1114,2
1115,2
1116,2
1117,2
1118,2
1119,2
1120,2
1121,2
1122,2
1123,54
1124,54
1125,54
1126,54
1127,54
1128,13
1129,13
1130,13
1131,13
1132,13
1133,13
1134,13
1135,13
1136,13
1137,13
1138,13
1139,13
1140,13
1141,13
1142,13
1143,13
1144,13
1145,13
1146,13
1147,13
1148,13
1149,8
1150,8
1151,8
1152,8
1153,8
1154,8
1155,8
1156,8
1157,8
1158,8
1159,8
1160,8
1161,8
1162,3
1163,3
1164,2
1165,2
1166,2
1167,2
1168,2
1169,2
1170,2
1171,2
1172,2
1173,2
1174,2
1175,2
1176,2
1177,54
1178,54
1179,87
1180,13
1181,13
1182,13
1183,13
1184,13
1185,13
1186,13
1187,13
1188,13
1189,13
1190,13
1191,13
1192,13
1193,13
1194,13
1195,13
1196,13
1197,13
1198,13
1199,13
1200,8
1201,8
1202,8
1203,8
1204,8
1205,8
1206,8
1207,8
1208,8
1209,8
1210,8
1211,8
1212,8
1213,8
1214,3
1215,3
1216,80
1217,80
1218,80
1219,2
1220,2
1221,2
1222,2
1223,2
1224,2
1225,2
1226,2
1227,2
1228,2
1229,2
1230,2
1231,2
1232,87
1233,87
1234,87
1235,87
1236,13
1237,13
1238,13
1239,13
1240,13
1241,13
1242,13
1243,13
1244,13
1245,13
1246,13
1247,13
1248,13
1249,13
1250,13
1251,13
1252,13
1253,13
1254,13
1255,8
1256,8
1257,8
1258,8
1259,8
1260,8
1261,8
1262,8
1263,8
1264,8
1265,8
1266,8
1267,8
1268,8
1269,3
1270,3
1271,3
1272,80
1273,80
1274,80
1275,80
1276,80
1277,80
1278,2
1279,2
1280,2
1281,2
1282,2
1283,2
1284,2
1285,2
1286,2
1287,2
1288,2
1289,2
1290,2
1291,87
1292,87
1293,87
1294,87
1295,87
1296,13
1297,13
1298,13
1299,13
1300,13
1301,13
1302,13
1303,13
1304,13
1305,13
1306,13
1307,13
1308,13
1309,13
1310,13
1311,13
1312,13
1313,13
1314,8
1315,8
1316,8
1317,8
1318,8
1319,8
1320,8
1321,8
1322,8
1323,8
1324,8
1325,8
1326,8
1327,8
1328,8
1329,8
1330,3
1331,3
1332,3
1333,3
1334,3
1335,3
1336,3
1337,3
1338,3
1339,3
1340,3
1341,3
1342,80
1343,80
1344,80
1345,80
1346,80
1347,80
1348,80
1349,80
1350,2
1351,2
1352,2
1353,2
1354,2
1355,2
1356,2
1357,2
1358,2
1359,2
1360,2
1361,87
1362,87
1363,87
1364,87
1365,87
1366,87
1367,87
1368,13
1369,13
1370,13
1371,13
1372,13
1373,13
1374,13
1375,13
1376,13
1377,13
1378,13
1379,13
1380,13
1381,13
1382,13
1383,13
1384,13
1385,8
1386,8
1387,8
1388,8
1389,8
1390,8
1391,8
1392,8
1393,8
1394,8
1395,8
1396,8
1397,8
1398,8
1399,8
1400,8
1401,8
1402,8
1403,8
1404,8
1405,8
1406,3
1407,3
1408,3
1409,3
1410,3
1411,3
1412,3
1413,3
1414,3
1415,3
1416,3
1417,3
1418,3
1419,3
1420,3
1421,3
1422,3
1423,3
1424,3
1425,3
1426,3
1427,3
1428,3
1429,3
1430,3
1431,80
1432,80
1433,80
1434,80
1435,80
1436,80
1437,80
1438,80
1439,80
1440,2
1441,2
1442,2
1443,2
1444,2
1445,2
1446,2
1447,2
1448,2
1449,2
1450,2
1451,2
1452,87
1453,87
1454,87
1455,87
1456,87
1457,87
1458,87
1459,87
1460,13
1461,13
1462,13
1463,13
1464,13
1465,13
1466,13
1467,13
1468,13
1469,13
1470,13
1471,13
1472,13
1473,13
1474,13
1475,13
1476,8
1477,8
1478,8
1479,8
1480,8
1481,8
1482,8
1483,8
1484,8
1485,8
1486,8
1487,8
1488,8
1489,8
1490,8
1491,8
1492,8
1493,8
1494,8
1495,8
1496,8
1497,8
1498,8
1499,8
1500,8
1501,3
1502,3
1503,3
1504,3
1505,3
1506,3
1507,3
1508,3
1509,3
1510,3
1511,3
1512,3
1513,3
1514,3
1515,3
1516,3
1517,3
1518,3
1519,3
1520,3
1521,3
1522,3
1523,3
1524,3
1525,3
1526,80
1527,80
1528,80
1529,80
1530,80
1531,80
1532,80
1533,80
1534,80
1535,80
1536,2
1537,2
1538,2
1539,2
1540,2
1541,2
1542,2
1543,2
1544,2
1545,2
1546,2
1547,87
1548,87
1549,87
1550,87
1551,87
1552,87
1553,87
1554,87
1555,87
1556,87
1557,13
1558,13
1559,13
1560,13
1561,13
1562,13
1563,13
1564,13
1565,13
1566,13
1567,13
1568,13
1569,13
1570,13
1571,13
1572,8
1573,8
1574,8
1575,8
1576,8
1577,8
1578,8
1579,8
1580,8
1581,8
1582,8
1583,8
1584,8
1585,8
1586,8
1587,8
1588,8
1589,8
1590,8
1591,8
1592,8
1593,8
1594,8
1595,8
1596,3
1597,3
1598,3
1599,3
1600,3
1601,3
1602,3
1603,3
1604,3
1605,3
1606,3
1607,3
1608,3
1609,3
1610,3
1611,3
1612,3
1613,3
1614,3
1615,3
1616,3
1617,3
1618,3
1619,3
1620,3
1621,3
1622,80
1623,80
1624,80
1625,80
1626,80
1627,80
1628,80
1629,80
1630,80
1631,80
1632,80
1633,2
1634,2
1635,2
1636,2
1637,2
1638,2
1639,2
1640,2
1641,2
1642,2
1643,2
1644,87
1645,87
1646,87
1647,87
1648,87
1649,87
1650,87
1651,87
1652,87
1653,87
1654,87
1655,13
1656,13
1657,13
1658,13
1659,13
1660,13
1661,13
1662,13
1663,13
1664,13
1665,13
1666,13
1667,13
1668,13
1669,8
1670,8
1671,8
1672,8
1673,8
1674,8
1675,8
1676,8
1677,8
1678,8
1679,8
1680,8
1681,8
1682,8
1683,8
1684,8
1685,8
1686,8
1687,8
1688,8
1689,8
1690,8
1691,8
1692,3
1693,3
1694,3
1695,3
1696,3
1697,3
1698,3
1699,3
1700,3
1701,3
1702,3
1703,3
1704,3
1705,3
1706,3
1707,3
1708,3
1709,3
1710,3
1711,3
1712,3
1713,3
1714,3
1715,3
1716,3
1717,3
1718,80
1719,80
1720,80
1721,80
1722,80
1723,80
1724,80
1725,80
1726,80
1727,80
1728,80
1729,80
1730,18
1731,2
1732,2
1733,2
1734,2
1735,2
1736,2
1737,2
1738,2
1739,2
1740,2
1741,2
1742,87
1743,87
1744,87
1745,87
1746,87
1747,87
1748,87
1749,87
1750,87
1751,87
1752,87
1753,87
1754,87
1755,13
1756,13
1757,13
1758,13
1759,13
1760,13
1761,13
1762,13
1763,13
1764,13
1765,13
1766,13
1767,13
1768,8
1769,8
1770,8
1771,8
1772,8
1773,8
1774,8
1775,8
1776,8
1777,8
1778,8
1779,8
1780,8
1781,8
1782,8
1783,8
1784,8
1785,8
1786,8
1787,8
1788,8
1789,8
1790,3
1791,3
1792,3
1793,3
1794,3
1795,3
1796,3
1797,3
1798,3
1799,3
1800,3
1801,3
1802,3
1803,3
1804,3
1805,3
1806,3
1807,3
1808,3
1809,3
1810,3
1811,3
1812,3
1813,3
1814,3
1815,3
1816,80
1817,80
1818,80
1819,80
1820,80
1821,80
1822,80
1823,80
1824,80
1825,80
1826,80
1827,80
1828,80
1829,80
1830,18
1831,18
1832,2
1833,2
1834,2
1835,2
1836,2
1837,2
1838,2
1839,2
1840,2
1841,2
1842,87
1843,87
1844,87
1845,87
1846,87
1847,87
1848,87
1849,87
1850,87
1851,87
1852,87
1853,87
1854,87
1855,87
1856,87
1857,13
1858,13
1859,13
1860,13
1861,13
1862,13
1863,13
1864,13
1865,13
1866,13
1867,13
1868,8
1869,8
1870,8
1871,8
1872,8
1873,8
1874,8
1875,8
1876,8
1877,8
1878,8
1879,8
1880,8
1881,8
1882,8
1883,8
1884,8
1885,8
1886,8
1887,8
1888,8
1889,8
1890,3
1891,3
1892,3
1893,3
1894,3
1895,3
1896,3
1897,3
1898,3
1899,3
1900,3
1901,3
1902,3
1903,3
1904,3
1905,3
1906,3
1907,3
1908,3
1909,3
1910,3
1911,3
1912,3
1913,3
1914,3
1915,3
1916,80
1917,80
1918,80
1919,80
1920,80
1921,80
1922,80
1923,80
1924,80
1925,80
1926,80
1927,80
1928,80
1929,80
1930,80
1931,18
1932,18
1933,18
1934,18
1935,2
1936,2
1937,2
1938,2
1939,2
1940,2
1941,2
1942,2
1943,2
1944,2
1945,87
1946,87
1947,87
1948,87
1949,87
1950,87
1951,87
1952,87
1953,87
1954,87
1955,87
1956,87
1957,87
1958,87
1959,87
1960,87
1961,13
1962,13
1963,13
1964,13
1965,13
1966,13
1967,13
1968,13
1969,13
1970,13
1971,8
1972,8
1973,8
1974,8
1975,8
1976,8
1977,8
1978,8
1979,8
1980,8
1981,8
1982,8
1983,8
1984,8
1985,8
1986,8
1987,8
1988,8
1989,8
1990,8
1991,8
1992,3
1993,3
1994,3
1995,3
1996,3
1997,3
1998,3
1999,3
2000,3
2001,3
2002,3
2003,3
2004,3
2005,3
2006,3
2007,3
2008,3
2009,3
2010,3
2011,3
2012,3
2013,3
2014,3
2015,3
2016,3
2017,3
2018,3
2019,80
2020,80
2021,80
2022,80
2023,80
2024,80
2025,80
2026,80
2027,80
2028,80
2029,80
2030,80
2031,80
2032,80
2033,80
2034,80
2035,46
2036,18
2037,18
2038,18
2039,18
2040,18
2041,18
2042,2
2043,2
2044,2
2045,2
2046,2
2047,2
2048,2
2049,2
2050,2
2051,87
2052,87
2053,87
2054,87
2055,87
2056,87
2057,87
2058,87
2059,87
2060,87
2061,87
2062,87
2063,87
2064,87
2065,87
2066,87
2067,87
2068,87
2069,13
2070,13
2071,13
2072,13
2073,13
2074,13
2075,13
2076,13
2077,14
2078,14
2079,8
2080,8
2081,8
2082,8
2083,8
2084,8
2085,8
2086,8
2087,8
2088,8
2089,8
2090,8
2091,8
2092,8
2093,8
2094,8
2095,8
2096,8
2097,8
2098,3
2099,3
2100,3
2101,3
2102,3
2103,3
2104,3
2105,3
2106,3
2107,3
2108,3
2109,3
2110,3
2111,3
2112,3
2113,3
2114,3
2115,3
2116,3
2117,3
2118,3
2119,3
2120,3
2121,3
2122,3
2123,3
2124,3
2125,80
2126,80
2127,80
2128,80
2129,80
2130,80
2131,80
2132,80
2133,80
2134,80
2135,80
2136,80
2137,80
2138,80
2139,80
2140,46
2141,46
2142,46
2143,18
2144,18
2145,18
2146,18
2147,18
2148,18
2149,22
2150,22
2151,22
2152,2
2153,2
2154,2
2155,2
2156,2
2157,2
2158,2
2159,87
2160,87
2161,87
2162,87
2163,87
2164,87
2165,87
2166,87
2167,87
2168,87
2169,87
2170,87
2171,87
2172,87
2173,87
2174,87
2175,87
2176,87
2177,87
2178,13
2179,13
2180,13
2181,14
2182,14
2183,14
2184,14
2185,14
2186,14
2187,8
2188,8
2189,8
2190,8
2191,8
2192,8
2193,8
2194,8
2195,8
2196,8
2197,8
2198,8
2199,8
2200,8
2201,8
2202,8
2203,8
2204,8
2205,3
2206,3
2207,3
2208,3
2209,3
2210,3
2211,3
2212,3
2213,3
2214,3
2215,3
2216,3
2217,3
2218,3
2219,3
2220,3
2221,3
2222,3
2223,3
2224,3
2225,3
2226,3
2227,3
2228,3
2229,3
2230,3
2231,3
2232,80
2233,80
2234,80
2235,80
2236,80
2237,80
2238,80
2239,80
2240,80
2241,80
2242,80
2243,80
2244,80
2245,80
2246,46
2247,46
2248,46
2249,46
2250,46
2251,18
2252,18
2253,18
2254,18
2255,18
2256,18
2257,18
2258,22
2259,22
2260,22
2261,22
2262,22
2263,22
2264,22
2265,22
2266,22
2267,22
2268,22
2269,22
2270,22
2271,22
2272,22
2273,15
2274,15
2275,15
2276,15
2277,87
2278,87
2279,87
2280,87
2281,87
2282,87
2283,87
2284,87
2285,87
2286,87
2287,87
2288,87
2289,87
2290,87
2291,87
2292,87
2293,87
2294,87
2295,87
2296,14
2297,14
2298,14
2299,14
2300,14
2301,14
2302,14
2303,14
2304,14
2305,14
2306,8
2307,8
2308,8
2309,8
2310,8
2311,8
2312,8
2313,8
2314,8
2315,8
2316,8
2317,8
2318,8
2319,8
2320,8
2321,8
2322,3
2323,3
2324,3
2325,3
2326,3
2327,3
2328,3
2329,3
2330,3
2331,3
2332,3
2333,3
2334,3
2335,3
2336,3
2337,3
2338,3
2339,3
2340,3
2341,3
2342,3
2343,3
2344,3
2345,3
2346,3
2347,3
2348,3
2349,3
2350,80
2351,80
2352,80
2353,80
2354,80
2355,80
2356,80
2357,80
2358,80
2359,80
2360,80
2361,80
2362,80
2363,46
2364,46
2365,46
2366,46
2367,46
2368,18
2369,18
2370,18
2371,18
2372,18
2373,18
2374,18
2375,18
2376,18
2377,22
2378,22
2379,22
2380,22
2381,22
2382,22
2383,22
2384,22
2385,22
2386,22
2387,22
2388,22
2389,22
2390,22
2391,22
2392,22
2393,22
2394,22
2395,22
2396,22
2397,22
2398,22
2399,15
2400,15
2401,15
2402,15
2403,15
2404,87
2405,87
2406,87
2407,87
2408,87
2409,87
2410,87
2411,87
2412,87
2413,87
2414,87
2415,87
2416,87
2417,87
2418,87
2419,87
2420,87
2421,14
2422,14
2423,14
2424,14
2425,14
2426,14
2427,14
2428,14
2429,14
2430,14
2431,14
2432,14
2433,8
2434,8
2435,8
2436,8
2437,8
2438,8
2439,8
2440,8
2441,8
2442,8
2443,8
2444,8
2445,8
2446,8
2447,3
2448,3
2449,3
2450,3
2451,3
2452,3
2453,3
2454,3
2455,3
2456,3
2457,3
2458,3
2459,3
2460,3
2461,3
2462,3
2463,3
2464,3
2465,3
2466,3
2467,3
2468,3
2469,3
2470,3
2471,3
2472,3
2473,3
2474,3
2475,80
2476,80
2477,80
2478,80
2479,80
2480,80
2481,80
2482,80
2483,80
2484,80
2485,80
2486,80
2487,80
2488,80
2489,46
2490,46
2491,46
2492,46
2493,46
2494,46
2495,46
2496,18
2497,18
2498,18
2499,18
2500,18
2501,18
2502,18
2503,18
2504,22
2505,22
2506,22
2507,22
2508,22
2509,22
2510,22
2511,22
2512,22
2513,22
2514,22
2515,22
2516,22
2517,22
2518,22
2519,22
2520,22
2521,22
2522,22
2523,22
2524,22
2525,15
2526,15
2527,15
2528,15
2529,15
2530,15
2531,15
2532,87
2533,87
2534,87
2535,87
2536,87
2537,87
2538,87
2539,87
2540,87
2541,87
2542,87
2543,87
2544,87
2545,87
2546,87
2547,87
2548,14
2549,14
2550,14
2551,14
2552,14
2553,14
2554,14
2555,14
2556,14
2557,14
2558,14
2559,14
2560,1
2561,1
2562,1
2563,1
2564,1
2565,8
2566,8
2567,8
2568,8
2569,8
2570,8
2571,8
2572,8
2573,8
2574,3
2575,3
2576,3
2577,3
2578,3
2579,3
2580,3
2581,3
2582,3
2583,3
2584,3
2585,3
2586,3
2587,3
2588,3
2589,3
2590,3
2591,3
2592,3
2593,3
2594,3
2595,3
2596,3
2597,3
2598,3
2599,3
2600,3
2601,80
2602,80
2603,80
2604,80
2605,80
2606,80
2607,80
2608,80
2609,80
2610,80
2611,80
2612,80
2613,80
2614,80
2615,80
2616,80
2617,46
2618,46
2619,46
2620,46
2621,46
2622,46
2623,46
2624,18
2625,18
2626,18
2627,18
2628,18
2629,18
2630,18
2631,18
2632,18
2633,22
2634,22
2635,22
2636,22
2637,22
2638,22
2639,22
2640,22
2641,22
2642,22
2643,22
2644,22
2645,22
2646,22
2647,22
2648,22
2649,22
2650,22
2651,22
2652,22
2653,15
2654,15
2655,15
2656,15
2657,15
2658,15
2659,15
2660,15
2661,87
2662,87
2663,87
2664,87
2665,87
2666,87
2667,87
2668,87
2669,87
2670,87
2671,87
2672,87
2673,87
2674,87
2675,14
2676,14
2677,14
2678,14
2679,14
2680,14
2681,14
2682,14
2683,14
2684,14
2685,14
2686,14
2687,14
2688,1
2689,1
2690,1
2691,1
2692,1
2693,1
2694,1
2695,1
2696,1
2697,1
2698,1
2699,1
2700,1
2701,3
2702,3
2703,3
2704,3
2705,3
2706,3
2707,3
2708,3
2709,3
2710,3
2711,3
2712,3
2713,3
2714,3
2715,3
2716,3
2717,3
2718,3
2719,3
2720,3
2721,3
2722,3
2723,3
2724,3
2725,3
2726,3
2727,3
2728,3
2729,80
2730,80
2731,80
2732,80
2733,80
2734,80
2735,80
2736,80
2737,80
2738,80
2739,80
2740,80
2741,80
2742,80
2743,80
2744,80
2745,80
2746,46
2747,46
2748,46
2749,46
2750,46
2751,46
2752,46
2753,46
2754,18
2755,18
2756,18
2757,18
2758,18
2759,18
2760,18
2761,18
2762,18
2763,18
2764,22
2765,22
2766,22
2767,22
2768,22
2769,22
2770,22
2771,22
2772,22
2773,22
2774,22
2775,22
2776,22
2777,22
2778,22
2779,22
2780,22
2781,22
2782,15
2783,15
2784,15
2785,15
2786,15
2787,15
2788,15
2789,15
2790,15
2791,15
2792,87
2793,87
2794,87
2795,87
2796,87
2797,87
2798,87
2799,87
2800,87
2801,87
2802,87
2803,87
2804,87
2805,14
2806,14
2807,14
2808,14
2809,14
2810,14
2811,14
2812,14
2813,14
2814,14
2815,14
2816,14
2817,1
2818,1
2819,1
2820,1
2821,1
2822,1
2823,1
2824,1
2825,1
2826,1
2827,1
2828,1
2829,1
2830,1
2831,3
2832,3
2833,3
2834,3
2835,3
2836,3
2837,3
2838,3
2839,3
2840,3
2841,3
2842,3
2843,3
2844,3
2845,3
2846,3
2847,3
2848,3
2849,3
2850,3
2851,3
2852,3
2853,3
2854,3
2855,3
2856,3
2857,3
2858,80
2859,80
2860,80
2861,80
2862,80
2863,80
2864,80
2865,80
2866,80
2867,80
2868,80
2869,80
2870,80
2871,80
2872,80
2873,80
2874,80
2875,80
2876,80
2877,46
2878,46
2879,46
2880,46
2881,46
2882,46
2883,46
2884,46
2885,46
2886,46
2887,18
2888,18
2889,18
2890,18
2891,18
2892,18
2893,18
2894,18
2895,18
2896,18
2897,22
2898,22
2899,22
2900,22
2901,22
2902,22
2903,22
2904,22
2905,22
2906,22
2907,22
2908,22
2909,22
2910,22
2911,22
2912,22
2913,22
2914,15
2915,15
2916,15
2917,15
2918,15
2919,15
2920,15
2921,15
2922,15
2923,15
2924,15
2925,87
2926,87
2927,87
2928,87
2929,87
2930,87
2931,87
2932,87
2933,87
2934,87
2935,87
2936,14
2937,14
2938,14
2939,14
2940,14
2941,14
2942,14
2943,14
2944,14
2945,14
2946,14
2947,14
2948,14
2949,1
2950,1
2951,1
2952,1
2953,1
2954,1
2955,1
2956,1
2957,1
2958,1
2959,1
2960,1
2961,1
2962,1
2963,3
2964,3
2965,3
2966,3
2967,3
2968,3
2969,3
2970,3
2971,3
2972,3
2973,3
2974,3
2975,3
2976,3
2977,3
2978,3
2979,3
2980,3
2981,3
2982,3
2983,3
2984,3
2985,3
2986,3
2987,3
2988,3
2989,80
2990,80
2991,80
2992,80
2993,80
2994,80
2995,80
